REFERENCE;CURRENCY;PRICE;COUNTRY
50.416.1SP;GBP;89.54;GB
50.417.XSP;GBP;14.78;GB
50.418.8SP;GBP;14.78;GB
50.419.6SP;GBP;14.78;GB
50.420.XSP;GBP;14.78;GB
50.421.8SP;GBP;89.52;GB
50.422.6SP;GBP;89.52;GB
50.423.4SP;GBP;89.52;GB
50.424.2SP;GBP;89.52;GB
50.425.0SP;GBP;89.52;GB
50.426.9SP;GBP;63.49;GB
50.429.3SP;GBP;58.48;GB
50.434.XSP;GBP;68.43;GB
50.435.8SP;GBP;147.60;GB
50.437.4SP;GBP;201.75;GB
50.445.5SP;GBP;10.40;GB
50.446.3SP;GBP;6.92;GB
50.454.4SP;GBP;4.22;GB
50.455.2SP;GBP;24.75;GB
50.459.5SP;GBP;20.29;GB
50.460.9SP;GBP;4.19;GB
50.461.7SP;GBP;27.54;GB
50.463.3SP;GBP;3.32;GB
50.475.7SP;GBP;6.83;GB
50.478.1SP;GBP;63.06;GB
50.480.3SP;GBP;57.65;GB
50.482.XSP;GBP;6.13;GB
50.483.8SP;GBP;5.34;GB
50.484.6SP;GBP;53.93;GB
50.493.5SP;GBP;21.10;GB
50.494.3SP;GBP;27.04;GB
50.496.XSP;GBP;22.98;GB
50.497.8SP;GBP;22.49;GB
50.498.6SP;GBP;49.47;GB
50.500.0SP;GBP;13.04;GB
50.504.3SP;GBP;12.09;GB
50.508.6SP;GBP;55.26;GB
50.509.4SP;GBP;14.01;GB
50.510.8SP;GBP;20.82;GB
50.511.6SP;GBP;3.60;GB
50.513.2SP;GBP;18.79;GB
50.514.0SP;GBP;67.98;GB
50.515.9SP;GBP;60.84;GB
50.517.5SP;GBP;22.68;GB
50.518.3SP;GBP;18.92;GB
50.520.5SP;GBP;18.92;GB
50.521.8SP;GBP;24.58;GB
50.522.6SP;GBP;24.58;GB
50.523.4SP;GBP;24.58;GB
50.523.XSP;GBP;30.86;GB
50.524.2SP;GBP;19.21;GB
50.525.0SP;GBP;2.07;GB
50.526.4SP;GBP;18.98;GB
50.526.8SP;GBP;9.08;GB
50.527.2SP;GBP;55.90;GB
50.527.5SP;GBP;51.29;GB
50.528.0SP;GBP;55.90;GB
50.528.3SP;GBP;73.50;GB
50.529.1SP;GBP;18.37;GB
50.530.8SP;GBP;40.86;GB
50.531.5SP;GBP;46.41;GB
50.532.3SP;GBP;70.76;GB
50.533.1SP;GBP;19.30;GB
50.533.7SP;GBP;0.90;GB
50.534.8SP;GBP;16.49;GB
50.535.6SP;GBP;16.49;GB
50.536.4SP;GBP;39.47;GB
50.537.2SP;GBP;57.57;GB
50.538.0SP;GBP;58.46;GB
50.538.8SP;GBP;7.09;GB
50.539.6SP;GBP;30.29;GB
50.539.8SP;GBP;73.25;GB
50.540.4SP;GBP;55.24;GB
50.541.2SP;GBP;29.80;GB
50.545.0SP;GBP;71.77;GB
50.546.9SP;GBP;71.77;GB
50.548.5SP;GBP;34.05;GB
50.551.5SP;GBP;51.77;GB
50.584.1SP;GBP;25.11;GB
50.586.8SP;GBP;25.11;GB
50.587.6SP;GBP;25.11;GB
50.595.7SP;GBP;36.09;GB
50.601.4SP;GBP;53.29;GB
50.609.XSP;GBP;8.53;GB
50.612.XSP;GBP;16.28;GB
50.615.4SP;GBP;284.05;GB
50.616.2SP;GBP;8.64;GB
50.617.0SP;GBP;57.26;GB
50.618.9SP;GBP;57.26;GB
50.619.7SP;GBP;57.26;GB
50.620.0SP;GBP;57.26;GB
50.621.9SP;GBP;50.39;GB
50.622.7SP;GBP;135.66;GB
50.632.4SP;GBP;4.78;GB
50.637.5SP;GBP;28.64;GB
50.638.3SP;GBP;54.59;GB
50.639.1SP;GBP;8.48;GB
50.659.6SP;GBP;127.54;GB
50.660.XSP;GBP;30.84;GB
50.661.8SP;GBP;159.43;GB
50.662.6SP;GBP;235.83;GB
50.663.4SP;GBP;214.40;GB
50.664.2SP;GBP;170.64;GB
50.665.0SP;GBP;163.17;GB
50.668.5SP;GBP;96.42;GB
50.672.3SP;GBP;133.34;GB
50.673.1SP;GBP;131.72;GB
50.674.XSP;GBP;33.95;GB
50.675.8SP;GBP;234.02;GB
50.681.2SP;GBP;253.60;GB
50.682.0SP;GBP;161.56;GB
50.683.9SP;GBP;161.56;GB
50.684.7SP;GBP;161.56;GB
50.685.5SP;GBP;180.97;GB
50.686.3SP;GBP;331.05;GB
50.687.1SP;GBP;225.52;GB
50.688.XSP;GBP;55.80;GB
50.689.8SP;GBP;200.72;GB
50.691.XSP;GBP;69.75;GB
50.695.2SP;GBP;165.34;GB
50.696.0SP;GBP;153.42;GB
50.701.XSP;GBP;75.95;GB
50.703.6SP;GBP;47.21;GB
50.710.9SP;GBP;76.89;GB
50.711.7SP;GBP;114.75;GB
50.713.3SP;GBP;19.24;GB
50.715.XSP;GBP;94.94;GB
50.716.8SP;GBP;39.16;GB
50.717.6SP;GBP;34.16;GB
50.718.4SP;GBP;34.16;GB
50.721.4SP;GBP;38.98;GB
50.727.3SP;GBP;26.98;GB
50.728.1SP;GBP;6.28;GB
50.729.XSP;GBP;62.00;GB
50.732.XSP;GBP;77.50;GB
50.733.8SP;GBP;32.07;GB
50.739.7SP;GBP;19.48;GB
50.744.3SP;GBP;29.98;GB
50.748.6SP;GBP;25.48;GB
50.757.5SP;GBP;6.13;GB
50.758.3SP;GBP;22.85;GB
50.759.1SP;GBP;22.85;GB
50.761.3SP;GBP;24.29;GB
50.762.1SP;GBP;24.29;GB
50.763.XSP;GBP;261.95;GB
50.764.8SP;GBP;26.49;GB
50.768.0SP;GBP;100.05;GB
50.769.9SP;GBP;3.16;GB
50.770.2SP;GBP;5.74;GB
50.771.0SP;GBP;6.55;GB
50.772.9SP;GBP;5.77;GB
50.774.5SP;GBP;2.62;GB
50.777.XSP;GBP;178.50;GB
50.778.8SP;GBP;18.49;GB
50.779.6SP;GBP;28.38;GB
50.780.XSP;GBP;550.23;GB
50.782.6SP;GBP;57.68;GB
50.783.4SP;GBP;19.59;GB
50.784.2SP;GBP;27.54;GB
50.785.0SP;GBP;17.70;GB
50.786.9SP;GBP;18.79;GB
50.787.7SP;GBP;18.79;GB
50.794.XSP;GBP;278.98;GB
50.799.0SP;GBP;35.55;GB
50.802.3SP;GBP;131.73;GB
50.803.1SP;GBP;114.39;GB
50.804.XSP;GBP;230.95;GB
50.818.XSP;GBP;317.67;GB
50.821.XSP;GBP;57.20;GB
50.822.8SP;GBP;31.25;GB
50.823.6SP;GBP;44.94;GB
50.824.4SP;GBP;66.02;GB
50.834.1SP;GBP;67.19;GB
50.835.XSP;GBP;57.20;GB
50.836.8SP;GBP;50.58;GB
50.847.3SP;GBP;71.95;GB
50.848.1SP;GBP;71.95;GB
50.849.XSP;GBP;57.20;GB
50.850.3SP;GBP;71.95;GB
50.851.1SP;GBP;71.95;GB
50.852.XSP;GBP;433.92;GB
50.853.8SP;GBP;71.95;GB
50.854.6SP;GBP;71.95;GB
50.855.4SP;GBP;71.95;GB
50.856.2SP;GBP;71.95;GB
50.857.0SP;GBP;76.55;GB
50.858.9SP;GBP;76.55;GB
50.859.7SP;GBP;76.55;GB
50.860.0SP;GBP;76.55;GB
50.861.9SP;GBP;76.55;GB
50.862.7SP;GBP;76.55;GB
50.863.5SP;GBP;76.55;GB
50.864.3SP;GBP;76.55;GB
50.865.1SP;GBP;62.74;GB
50.866.XSP;GBP;743.15;GB
50.867.8SP;GBP;62.74;GB
50.868.6SP;GBP;62.74;GB
50.870.8SP;GBP;62.74;GB
50.871.6SP;GBP;62.74;GB
50.873.2SP;GBP;62.74;GB
50.874.0SP;GBP;85.54;GB
50.875.9SP;GBP;85.54;GB
50.876.7SP;GBP;85.54;GB
50.877.5SP;GBP;85.54;GB
50.878.3SP;GBP;85.54;GB
50.879.1SP;GBP;85.54;GB
50.880.5SP;GBP;84.27;GB
50.881.3SP;GBP;85.54;GB
50.882.1SP;GBP;125.31;GB
50.883.XSP;GBP;83.68;GB
50.884.8SP;GBP;125.31;GB
50.885.6SP;GBP;125.31;GB
50.888.0SP;GBP;125.31;GB
50.890.2SP;GBP;125.31;GB
50.891.0SP;GBP;69.05;GB
50.892.9SP;GBP;69.05;GB
50.893.7SP;GBP;69.05;GB
50.895.3SP;GBP;69.05;GB
50.896.1SP;GBP;69.05;GB
50.897.XSP;GBP;571.95;GB
50.899.6SP;GBP;69.05;GB
50.907.XSP;GBP;695.95;GB
50.908.8SP;GBP;12.98;GB
50.910.XSP;GBP;18.69;GB
50.912.6SP;GBP;60.17;GB
50.916.9SP;GBP;53.53;GB
50.917.7SP;GBP;177.42;GB
50.918.5SP;GBP;212.28;GB
50.922.3SP;GBP;67.70;GB
50.924.XSP;GBP;18.69;GB
50.925.8SP;GBP;11.82;GB
50.926.6SP;GBP;10.82;GB
50.927.4SP;GBP;16.08;GB
50.928.2SP;GBP;22.20;GB
50.929.0SP;GBP;9.02;GB
50.932.0SP;GBP;19.86;GB
50.933.9SP;GBP;8.00;GB
50.936.3SP;GBP;9.47;GB
50.937.1SP;GBP;4.81;GB
50.938.XSP;GBP;34.50;GB
50.941.XSP;GBP;34.50;GB
50.942.8SP;GBP;61.84;GB
50.943.6SP;GBP;79.34;GB
50.944.4SP;GBP;121.60;GB
50.945.2SP;GBP;200.84;GB
50.946.0SP;GBP;199.01;GB
50.947.9SP;GBP;24.29;GB
50.950.9SP;GBP;4.35;GB
50.955.XSP;GBP;18.83;GB
50.986.XSP;GBP;25.20;GB
50.989.4SP;GBP;15.11;GB
50.990.8SP;GBP;13.34;GB
50.991.6SP;GBP;14.36;GB
50.998.3SP;GBP;27.26;GB
50.999.1SP;GBP;27.26;GB
51.000.XSP;GBP;26.04;GB
51.001.8SP;GBP;27.26;GB
51.007.7SP;GBP;95.64;GB
51.008.5SP;GBP;55.53;GB
51.013.1SP;GBP;72.50;GB
51.014.XSP;GBP;31.43;GB
51.015.8SP;GBP;46.27;GB
51.016.6SP;GBP;54.38;GB
51.017.4SP;GBP;61.70;GB
51.018.2SP;GBP;43.20;GB
51.019.0SP;GBP;49.36;GB
51.027.1SP;GBP;122.12;GB
51.028.XSP;GBP;31.43;GB
51.029.8SP;GBP;97.72;GB
51.031.XSP;GBP;19.72;GB
51.042.5SP;GBP;28.36;GB
51.052.2SP;GBP;29.36;GB
51.053.0SP;GBP;35.73;GB
51.054.9SP;GBP;22.96;GB
51.055.7SP;GBP;26.79;GB
51.057.3SP;GBP;254.53;GB
51.058.1SP;GBP;227.69;GB
51.059.4SP;GBP;12.02;GB
51.059.XSP;GBP;18.20;GB
51.061.1SP;GBP;62.31;GB
51.062.XSP;GBP;18.20;GB
51.063.4SP;GBP;7.44;GB
51.063.8SP;GBP;173.08;GB
51.064.2SP;GBP;3.68;GB
51.064.6SP;GBP;173.08;GB
51.065.0SP;GBP;9.06;GB
51.065.4SP;GBP;173.08;GB
51.066.2SP;GBP;519.23;GB
51.066.8SP;GBP;3.45;GB
51.067.0SP;GBP;152.31;GB
51.067.5SP;GBP;5.63;GB
51.068.3SP;GBP;11.47;GB
51.068.9SP;GBP;214.62;GB
51.069.1SP;GBP;10.02;GB
51.070.0SP;GBP;214.62;GB
51.070.8SP;GBP;6.39;GB
51.071.5SP;GBP;10.86;GB
51.071.9SP;GBP;173.08;GB
51.072.3SP;GBP;36.24;GB
51.072.7SP;GBP;228.46;GB
51.073.1SP;GBP;24.64;GB
51.073.5SP;GBP;43.69;GB
51.074.3SP;GBP;88.65;GB
51.074.8SP;GBP;42.28;GB
51.075.1SP;GBP;223.17;GB
51.075.6SP;GBP;31.41;GB
51.076.4SP;GBP;35.03;GB
51.076.XSP;GBP;18.20;GB
51.077.2SP;GBP;24.16;GB
51.078.6SP;GBP;8.67;GB
51.078.8SP;GBP;8.67;GB
51.079.4SP;GBP;999.00;GB
51.080.4SP;GBP;26.58;GB
51.080.8SP;GBP;395.00;GB
51.081.2SP;GBP;16.91;GB
51.082.0SP;GBP;12.08;GB
51.083.8SP;GBP;8.82;GB
51.084.5SP;GBP;35.64;GB
51.085.3SP;GBP;32.02;GB
51.086.1SP;GBP;25.97;GB
51.087.8SP;GBP;24.77;GB
51.088.3SP;GBP;40.15;GB
51.089.4SP;GBP;11.47;GB
51.091.8SP;GBP;19.33;GB
51.092.6SP;GBP;19.33;GB
51.093.4SP;GBP;19.33;GB
51.093.XSP;GBP;18.20;GB
51.094.2SP;GBP;19.33;GB
51.095.0SP;GBP;19.33;GB
51.096.8SP;GBP;14.85;GB
51.097.5SP;GBP;11.47;GB
51.098.3SP;GBP;11.47;GB
51.099.1SP;GBP;11.47;GB
51.103.XSP;GBP;18.20;GB
51.104.6SP;GBP;11.47;GB
51.105.4SP;GBP;11.47;GB
51.106.2SP;GBP;11.47;GB
51.108.8SP;GBP;7.24;GB
51.109.5SP;GBP;7.24;GB
51.109.9SP;GBP;71.30;GB
51.110.2SP;GBP;71.30;GB
51.113.5SP;GBP;7.24;GB
51.114.5SP;GBP;6.06;GB
51.115.1SP;GBP;13.04;GB
51.117.XSP;GBP;18.20;GB
51.119.2SP;GBP;22.10;GB
51.120.8SP;GBP;12.67;GB
51.120.XSP;GBP;16.15;GB
51.122.4SP;GBP;13.04;GB
51.124.2SP;GBP;78.55;GB
51.125.0SP;GBP;78.55;GB
51.127.3SP;GBP;80.95;GB
51.128.1SP;GBP;130.49;GB
51.131.3SP;GBP;9.05;GB
51.133.8SP;GBP;9.41;GB
51.134.6SP;GBP;7.84;GB
51.134.XSP;GBP;16.15;GB
51.139.5SP;GBP;12.08;GB
51.140.2SP;GBP;12.08;GB
51.148.XSP;GBP;48.61;GB
51.149.8SP;GBP;163.13;GB
51.150.1SP;GBP;163.13;GB
51.151.6SP;GBP;11.47;GB
51.151.XSP;GBP;48.61;GB
51.152.4SP;GBP;19.33;GB
51.153.2SP;GBP;7.24;GB
51.153.XSP;GBP;45.81;GB
51.154.0SP;GBP;11.47;GB
51.156.5SP;GBP;19.33;GB
51.157.3SP;GBP;10.86;GB
51.158.1SP;GBP;10.86;GB
51.159.8SP;GBP;8.21;GB
51.160.5SP;GBP;4.77;GB
51.160.9SP;GBP;86.99;GB
51.161.3SP;GBP;6.45;GB
51.161.7SP;GBP;86.99;GB
51.162.1SP;GBP;5.12;GB
51.163.8SP;GBP;7.47;GB
51.164.1SP;GBP;137.74;GB
51.164.6SP;GBP;14.28;GB
51.165.4SP;GBP;5.77;GB
51.166.2SP;GBP;10.19;GB
51.166.8SP;GBP;137.74;GB
51.166.XSP;GBP;67.95;GB
51.167.0SP;GBP;10.19;GB
51.168.8SP;GBP;18.34;GB
51.169.5SP;GBP;8.84;GB
51.170.2SP;GBP;13.60;GB
51.172.8SP;GBP;20.42;GB
51.173.5SP;GBP;44.88;GB
51.177.6SP;GBP;26.51;GB
51.178.1SP;GBP;72.69;GB
51.178.4SP;GBP;17.15;GB
51.179.XSP;GBP;26.91;GB
51.180.3SP;GBP;48.97;GB
51.181.1SP;GBP;48.97;GB
51.182.XSP;GBP;26.91;GB
51.183.8SP;GBP;48.97;GB
51.184.6SP;GBP;34.18;GB
51.190.0SP;GBP;76.31;GB
51.190.5SP;GBP;28.20;GB
51.191.3SP;GBP;14.43;GB
51.191.9SP;GBP;64.81;GB
51.192.1SP;GBP;12.98;GB
51.192.7SP;GBP;64.81;GB
51.193.8SP;GBP;7.96;GB
51.194.6SP;GBP;20.23;GB
51.195.4SP;GBP;37.63;GB
51.196.2SP;GBP;23.13;GB
51.196.XSP;GBP;38.44;GB
51.198.8SP;GBP;17.33;GB
51.199.5SP;GBP;17.33;GB
51.200.0SP;GBP;55.10;GB
51.201.9SP;GBP;60.90;GB
51.202.5SP;GBP;8.63;GB
51.203.3SP;GBP;38.35;GB
51.204.1SP;GBP;23.13;GB
51.205.8SP;GBP;23.13;GB
51.206.XSP;GBP;38.44;GB
51.208.2SP;GBP;37.63;GB
51.210.8SP;GBP;36.69;GB
51.219.1SP;GBP;20.98;GB
51.223.XSP;GBP;38.44;GB
51.224.4SP;GBP;85.49;GB
51.225.2SP;GBP;85.49;GB
51.227.8SP;GBP;84.23;GB
51.228.5SP;GBP;85.49;GB
51.229.3SP;GBP;93.86;GB
51.231.0SP;GBP;23.20;GB
51.231.8SP;GBP;93.86;GB
51.232.5SP;GBP;93.86;GB
51.233.3SP;GBP;93.86;GB
51.233.7SP;GBP;15.82;GB
51.234.1SP;GBP;103.49;GB
51.235.3SP;GBP;23.20;GB
51.235.8SP;GBP;103.49;GB
51.236.1SP;GBP;23.20;GB
51.236.6SP;GBP;103.49;GB
51.237.4SP;GBP;103.49;GB
51.237.XSP;GBP;47.62;GB
51.238.2SP;GBP;59.26;GB
51.239.0SP;GBP;59.26;GB
51.240.6SP;GBP;59.26;GB
51.240.XSP;GBP;47.62;GB
51.241.4SP;GBP;59.26;GB
51.242.2SP;GBP;59.26;GB
51.242.6SP;GBP;11.18;GB
51.243.0SP;GBP;55.94;GB
51.243.4SP;GBP;11.18;GB
51.244.8SP;GBP;59.26;GB
51.245.5SP;GBP;145.91;GB
51.246.3SP;GBP;145.91;GB
51.247.1SP;GBP;145.91;GB
51.248.8SP;GBP;145.91;GB
51.249.6SP;GBP;145.91;GB
51.250.3SP;GBP;145.91;GB
51.252.8SP;GBP;145.91;GB
51.253.1SP;GBP;11.89;GB
51.253.6SP;GBP;34.36;GB
51.254.4SP;GBP;73.46;GB
51.254.XSP;GBP;47.62;GB
51.255.2SP;GBP;73.46;GB
51.256.0SP;GBP;73.46;GB
51.256.6SP;GBP;24.08;GB
51.257.8SP;GBP;73.46;GB
51.258.5SP;GBP;73.46;GB
51.259.3SP;GBP;125.40;GB
51.260.0SP;GBP;120.81;GB
51.261.8SP;GBP;114.03;GB
51.262.5SP;GBP;114.03;GB
51.263.3SP;GBP;120.81;GB
51.264.1SP;GBP;120.81;GB
51.265.8SP;GBP;114.03;GB
51.266.6SP;GBP;120.81;GB
51.267.4SP;GBP;120.81;GB
51.268.2SP;GBP;27.22;GB
51.268.XSP;GBP;47.62;GB
51.269.0SP;GBP;80.29;GB
51.271.XSP;GBP;53.57;GB
51.274.8SP;GBP;46.97;GB
51.275.5SP;GBP;46.97;GB
51.276.3SP;GBP;46.97;GB
51.277.9SP;GBP;51.01;GB
51.278.7SP;GBP;119.35;GB
51.279.5SP;GBP;88.30;GB
51.285.XSP;GBP;53.57;GB
51.291.4SP;GBP;975.97;GB
51.292.2SP;GBP;15.96;GB
51.294.9SP;GBP;19.72;GB
51.295.8SP;GBP;100.38;GB
51.296.5SP;GBP;25.75;GB
51.296.6SP;GBP;180.71;GB
51.297.4SP;GBP;118.10;GB
51.298.1SP;GBP;30.03;GB
51.299.XSP;GBP;53.57;GB
51.301.4SP;GBP;121.87;GB
51.302.2SP;GBP;121.87;GB
51.309.XSP;GBP;53.57;GB
51.312.XSP;GBP;21.39;GB
51.320.0SP;GBP;550.93;GB
51.322.7SP;GBP;62.42;GB
51.325.1SP;GBP;50.46;GB
51.326.XSP;GBP;21.39;GB
51.327.8SP;GBP;63.39;GB
51.328.6SP;GBP;110.72;GB
51.329.4SP;GBP;110.72;GB
51.330.4SP;GBP;206.52;GB
51.330.8SP;GBP;118.49;GB
51.331.6SP;GBP;156.25;GB
51.332.4SP;GBP;150.97;GB
51.333.2SP;GBP;54.60;GB
51.334.0SP;GBP;33.75;GB
51.335.9SP;GBP;77.27;GB
51.336.7SP;GBP;414.28;GB
51.337.5SP;GBP;394.34;GB
51.338.3SP;GBP;330.66;GB
51.339.1SP;GBP;943.14;GB
51.341.3SP;GBP;84.30;GB
51.342.0SP;GBP;42.69;GB
51.342.1SP;GBP;57.78;GB
51.343.XSP;GBP;87.56;GB
51.344.8SP;GBP;72.27;GB
51.345.6SP;GBP;81.92;GB
51.348.0SP;GBP;8.80;GB
51.351.0SP;GBP;1.07;GB
51.352.9SP;GBP;28.12;GB
51.357.XSP;GBP;185.98;GB
51.360.XSP;GBP;227.83;GB
51.363.4SP;GBP;43.96;GB
51.364.2SP;GBP;87.84;GB
51.365.0SP;GBP;58.00;GB
51.366.9SP;GBP;105.84;GB
51.372.3SP;GBP;131.66;GB
51.374.XSP;GBP;20.54;GB
51.388.XSP;GBP;35.63;GB
51.391.XSP;GBP;16.99;GB
51.401.XSP;GBP;16.99;GB
51.402.XSP;GBP;44.61;GB
51.406.0SP;GBP;55.87;GB
51.407.9SP;GBP;37.84;GB
51.415.XSP;GBP;16.99;GB
51.417.0SP;GBP;86.70;GB
51.418.8SP;GBP;6.12;GB
51.419.5SP;GBP;10.66;GB
51.420.2SP;GBP;4.29;GB
51.421.0SP;GBP;5.65;GB
51.422.8SP;GBP;4.13;GB
51.423.5SP;GBP;10.66;GB
51.424.3SP;GBP;7.24;GB
51.425.1SP;GBP;8.32;GB
51.425.7SP;GBP;26.26;GB
51.426.5SP;GBP;39.30;GB
51.426.8SP;GBP;6.08;GB
51.427.6SP;GBP;4.28;GB
51.428.1SP;GBP;51.90;GB
51.428.4SP;GBP;10.58;GB
51.429.2SP;GBP;8.41;GB
51.429.XSP;GBP;31.43;GB
51.430.3SP;GBP;45.44;GB
51.430.8SP;GBP;10.58;GB
51.431.6SP;GBP;7.44;GB
51.432.4SP;GBP;15.65;GB
51.433.2SP;GBP;61.42;GB
51.434.0SP;GBP;48.02;GB
51.434.6SP;GBP;53.95;GB
51.435.4SP;GBP;71.46;GB
51.435.8SP;GBP;4.70;GB
51.436.5SP;GBP;6.10;GB
51.437.3SP;GBP;8.15;GB
51.438.1SP;GBP;3.16;GB
51.439.8SP;GBP;5.57;GB
51.440.5SP;GBP;6.37;GB
51.441.3SP;GBP;10.40;GB
51.442.1SP;GBP;2.33;GB
51.443.8SP;GBP;1.04;GB
51.444.3SP;GBP;6.99;GB
51.444.6SP;GBP;3.63;GB
51.445.1SP;GBP;9.03;GB
51.445.4SP;GBP;1.96;GB
51.448.8SP;GBP;3.28;GB
51.449.5SP;GBP;3.97;GB
51.450.2SP;GBP;6.06;GB
51.451.0SP;GBP;9.02;GB
51.452.4SP;GBP;11.48;GB
51.453.5SP;GBP;46.95;GB
51.454.3SP;GBP;50.75;GB
51.455.1SP;GBP;22.26;GB
51.456.8SP;GBP;2.19;GB
51.457.6SP;GBP;1.17;GB
51.458.4SP;GBP;3.45;GB
51.459.2SP;GBP;5.15;GB
51.460.8SP;GBP;43.85;GB
51.461.6SP;GBP;45.78;GB
51.462.4SP;GBP;2.23;GB
51.463.2SP;GBP;1.25;GB
51.466.5SP;GBP;5.80;GB
51.467.2SP;GBP;5.56;GB
51.467.3SP;GBP;3.51;GB
51.468.0SP;GBP;22.03;GB
51.476.1SP;GBP;434.55;GB
51.489.3SP;GBP;6.21;GB
51.491.5SP;GBP;149.93;GB
51.494.XSP;GBP;108.48;GB
51.500.7SP;GBP;427.74;GB
51.501.5SP;GBP;363.94;GB
51.504.XSP;GBP;108.48;GB
51.527.6SP;GBP;15.37;GB
51.528.7SP;GBP;110.48;GB
51.539.2SP;GBP;184.14;GB
51.540.6SP;GBP;489.36;GB
51.541.4SP;GBP;711.07;GB
51.542.2SP;GBP;773.42;GB
51.543.0SP;GBP;413.24;GB
51.544.9SP;GBP;541.56;GB
51.545.7SP;GBP;637.26;GB
51.546.5SP;GBP;818.51;GB
51.547.3SP;GBP;384.24;GB
51.548.1SP;GBP;732.31;GB
51.549.XSP;GBP;46.48;GB
51.550.3SP;GBP;174.42;GB
51.551.1SP;GBP;392.73;GB
51.552.XSP;GBP;54.23;GB
51.553.8SP;GBP;392.73;GB
51.566.XSP;GBP;28.89;GB
51.588.0SP;GBP;213.95;GB
51.589.9SP;GBP;213.95;GB
51.590.2SP;GBP;405.25;GB
51.591.0SP;GBP;405.25;GB
51.593.7SP;GBP;271.48;GB
51.594.5SP;GBP;238.67;GB
51.595.3SP;GBP;325.18;GB
51.633.9SP;GBP;227.85;GB
51.641.XSP;GBP;20.46;GB
51.642.0SP;GBP;35.97;GB
51.643.8SP;GBP;25.98;GB
51.644.5SP;GBP;25.98;GB
51.645.3SP;GBP;25.98;GB
51.646.1SP;GBP;47.14;GB
51.650.1SP;GBP;46.47;GB
51.651.8SP;GBP;46.47;GB
51.652.5SP;GBP;9.79;GB
51.652.6SP;GBP;46.47;GB
51.653.4SP;GBP;76.21;GB
51.654.2SP;GBP;84.85;GB
51.655.0SP;GBP;84.85;GB
51.655.XSP;GBP;20.46;GB
51.660.8SP;GBP;84.85;GB
51.669.XSP;GBP;8.68;GB
51.672.XSP;GBP;8.68;GB
51.686.XSP;GBP;22.32;GB
51.697.5SP;GBP;248.76;GB
51.699.1SP;GBP;748.50;GB
51.700.8SP;GBP;748.50;GB
51.705.9SP;GBP;211.09;GB
51.706.7SP;GBP;211.09;GB
51.707.5SP;GBP;211.09;GB
51.708.3SP;GBP;215.75;GB
51.713.XSP;GBP;28.21;GB
51.725.3SP;GBP;69.57;GB
51.726.1SP;GBP;31.28;GB
51.727.XSP;GBP;30.67;GB
51.728.8SP;GBP;47.23;GB
51.729.6SP;GBP;19.79;GB
51.730.XSP;GBP;6.59;GB
51.731.8SP;GBP;11.87;GB
51.732.6SP;GBP;98.28;GB
51.733.4SP;GBP;98.28;GB
51.734.2SP;GBP;93.18;GB
51.735.0SP;GBP;19.14;GB
51.736.9SP;GBP;9.95;GB
51.737.7SP;GBP;9.95;GB
51.738.5SP;GBP;9.95;GB
51.739.3SP;GBP;7.65;GB
51.740.7SP;GBP;8.67;GB
51.741.5SP;GBP;15.30;GB
51.742.3SP;GBP;10.59;GB
51.743.1SP;GBP;38.28;GB
51.744.XSP;GBP;15.81;GB
51.745.8SP;GBP;38.28;GB
51.746.6SP;GBP;23.36;GB
51.747.4SP;GBP;23.36;GB
51.748.2SP;GBP;23.36;GB
51.749.0SP;GBP;11.87;GB
51.750.4SP;GBP;14.41;GB
51.751.2SP;GBP;16.96;GB
51.752.0SP;GBP;19.14;GB
51.753.9SP;GBP;19.77;GB
51.754.7SP;GBP;10.59;GB
51.755.5SP;GBP;19.77;GB
51.756.3SP;GBP;19.77;GB
51.757.1SP;GBP;10.59;GB
51.758.XSP;GBP;6.59;GB
51.759.8SP;GBP;10.59;GB
51.760.1SP;GBP;19.77;GB
51.761.XSP;GBP;12.87;GB
51.762.8SP;GBP;7.39;GB
51.763.6SP;GBP;10.59;GB
51.764.4SP;GBP;7.39;GB
51.765.2SP;GBP;7.39;GB
51.766.0SP;GBP;10.59;GB
51.767.9SP;GBP;10.59;GB
51.768.7SP;GBP;9.55;GB
51.769.5SP;GBP;7.65;GB
51.770.9SP;GBP;11.48;GB
51.771.7SP;GBP;21.04;GB
51.772.5SP;GBP;11.87;GB
51.773.3SP;GBP;10.20;GB
51.774.1SP;GBP;8.02;GB
51.775.8SP;GBP;45.83;GB
51.775.XSP;GBP;12.87;GB
51.776.5SP;GBP;72.02;GB
51.776.8SP;GBP;6.38;GB
51.777.3SP;GBP;45.83;GB
51.777.6SP;GBP;7.00;GB
51.778.1SP;GBP;10.47;GB
51.778.4SP;GBP;8.09;GB
51.779.2SP;GBP;8.09;GB
51.780.6SP;GBP;22.62;GB
51.781.4SP;GBP;28.59;GB
51.782.2SP;GBP;116.76;GB
51.783.0SP;GBP;30.97;GB
51.785.7SP;GBP;30.97;GB
51.786.5SP;GBP;10.71;GB
51.787.3SP;GBP;36.92;GB
51.788.1SP;GBP;32.76;GB
51.789.XSP;GBP;123.98;GB
51.790.3SP;GBP;22.62;GB
51.791.1SP;GBP;27.40;GB
51.792.XSP;GBP;24.49;GB
51.793.8SP;GBP;20.85;GB
51.794.6SP;GBP;20.85;GB
51.795.4SP;GBP;27.40;GB
51.796.2SP;GBP;7.73;GB
51.797.0SP;GBP;14.88;GB
51.798.9SP;GBP;20.24;GB
